iso3,temperature,absolute_humidity,r,x_0,MSE,max_cases,total_days,r0
AFG,6.401091213005615,5.078338078050334,0.1544001640613385,2.7335972598999305,0.022734465939255908,270,20,1.725680771088291
AGO,24.741724806693725,18.883708819409996,0.02578872061350347,3.0936190270820254,0.003256368850730744,36,20,1.1212069868834664
ALB,9.898010226871476,6.931688391064931,0.11890188135339451,3.353737145422369,0.00728528897706032,243,20,1.5588388423609543
ARE,22.30867354144966,12.257773869165211,0.12943397814325275,3.0830037400597945,0.03336400988124495,248,20,1.608339697273288
ARG,22.586230452190648,14.019972789784394,0.1974664309515645,3.4587388611692225,0.016718622279984486,966,20,1.9280922254723531
ARM,5.7999792832576995,4.883148281497886,0.1667935625995959,3.718879287479818,0.08719096381162404,736,20,1.7839297442181008
AUS,21.87572069330083,14.796575648677669,0.10178097246707048,2.720680115815497,0.03085914356760274,126,20,1.4783705705952312
AUT,5.101675820160409,4.896970373778972,0.27096665676869125,3.327453517809941,0.02056744637414073,3631,20,2.273543286812849
AZE,9.087674665641869,7.009182754030083,0.16408025433801993,3.351421468113228,0.004612605060838254,584,20,1.7711771953886937
BDI,20.566256706000694,13.864824786889853,0.03070773945487449,3.3557611607977096,0.01753722588585621,63,20,1.14432637543791
BEL,6.953690579198953,6.504889672945713,0.23108073648169702,4.43556063571206,0.070898390330554,4944,20,2.086079461463976
BEN,29.786894283297617,21.050634040632207,0.04535539894762018,3.175630091466806,0.008540439474195477,58,20,1.213170375053815
BFA,32.47274920261718,9.461898180536178,0.15344590669659564,3.1554401327556323,0.03533283273435828,302,20,1.7211957614739997
BGD,25.97324208236982,16.212437968219643,0.10482446624291582,3.1328311192019913,0.07082489668932974,330,20,1.4926749913417043
BGR,7.8917049649228215,6.150091551009888,0.1442486017592865,3.531305160669535,0.03256667367339884,399,20,1.6779684282686467
BHS,24.173067733573284,16.714104250851204,0.05529206530795906,3.1778747532495215,0.005181893217404842,64,20,1.2598727069474076
BIH,6.1094971057115135,4.993209069936985,0.17360177415546454,3.433711218637682,0.039410073155418904,632,20,1.8159283385306835
BLR,3.7435777898004083,4.837163913124162,0.09707919105201941,3.3602547200508828,0.03206999542467474,254,20,1.4562721979444913
BLZ,27.66970763897785,22.877441160795374,0.010782582363129024,2.9797444326748868,0.0001821210057030328,24,20,1.0506781371067064
BOL,17.782020394547256,13.046293367601736,0.13150874936257892,3.2617500014416496,0.026909394447500273,268,20,1.618091122004121
BRA,24.707633550094506,18.273647380954593,0.2809047004787971,3.1758225570070944,0.029573266757323947,3417,20,2.3202520922503465
BRN,27.18031754566506,22.0073019646262,0.07587398834829756,3.6214405250448984,0.017812623601589056,129,20,1.3566077452369987
BTN,15.757029249401263,11.785518833793848,0.04677818951813809,2.8574273149407334,0.01061881288002429,47,20,1.219857490735249
BWA,21.297673755771907,10.070666900013359,0.006963566665062491,3.035040512483532,0.0007339857601531292,23,20,1.0327287633257938
CAF,27.775919536559577,18.194474499117444,0.10094779302625838,3.7568736188397813,0.010922366579622492,327,20,1.4744546272234145
CAN,-1.976185927415765,3.3740453571219566,0.19762623369855137,2.7610454821185804,0.02954902253923381,846,20,1.9288432983831916
CHE,4.663468721944838,5.076729227870386,0.28282294914935036,3.463738753231732,0.07615379045954304,4806,20,2.329267861001947
CHL,16.83789291990246,9.623913367796028,0.24573776827643776,3.5332973409312984,0.06252374273643901,2449,20,2.154967510899257
CIV,27.896975557221474,22.042883923260757,0.13297707128199582,3.806885606091613,0.07123003494682585,480,20,1.6249922350253803
CMR,27.784988401219206,16.22495665020264,0.189896382274212,3.222126327088686,0.038036714991220785,730,20,1.8925129966887964
COD,24.427911238013994,18.49066182329112,0.11659737071301317,3.3118182564038854,0.0210131066110617,215,20,1.548007642351162
COG,26.724263725151122,20.73239258417757,0.09186412629704173,3.254266988715452,0.02275583823850215,160,20,1.4317613935960962
COL,22.129594577571506,15.62902313841354,0.1844596578682034,3.8314906326278138,0.03441960840781571,1161,20,1.866960391980556
CRI,22.43734898136064,15.105401026452409,0.15887354206714913,3.032746940197884,0.017010138018552716,330,20,1.7467056477156009
CUB,24.963423690262328,16.52680442677139,0.16230859802098702,3.252137728221091,0.022022832133518213,457,20,1.762850410698639
CYP,14.905787844411071,9.195851835238564,0.13492595689207426,3.361436662273909,0.012084570930827605,356,20,1.634151997392749
CZE,5.0749924789502225,5.00261680702895,0.232724572600729,3.5297296784550256,0.04703244188942622,2062,20,2.093805491223426
DEU,5.4191351299515516,5.544209118893146,0.27692281497991583,3.632314485475378,0.043073943821924573,6012,20,2.3015372304056045
DJI,26.860892376265628,19.982892907724914,0.1834093169023287,3.139881900292705,0.012464175469754993,732,20,1.8620237894409448
DNK,4.674932545990997,5.637025692185986,0.2290958611473221,3.8489712011077697,0.483958026356852,1591,20,2.0767505473924137
DZA,15.09136188751607,9.091738566231895,0.18587483241803157,2.8713175956249737,0.010167290977173334,511,20,1.8736117123647484
ECU,22.68894190302331,17.97225008819874,0.25813974102531445,3.6571520841556566,0.2043013757688048,2758,20,2.213256782818978
EGY,17.113244509199177,9.263589186890002,0.13024171003529872,3.851925440266964,0.006084819270437207,495,20,1.6121360371659041
ERI,27.164560306954833,11.853792679448045,0.023032075437454308,3.2637219554888586,0.005896684264592606,39,20,1.1082507545560352
ESH,28.255039993615096,10.644717838302913,0.0,3.1354942159291497,0.0,23,20,1.0
ESP,12.710145269885563,7.946906557735649,0.33194585827555717,3.8730562668393893,0.03453597193206116,17688,20,2.5601455338951187
EST,2.0927277518993455,4.591860218622871,0.1270225268177483,4.45193378385685,0.10314251802890335,745,20,1.5970058760434171
ETH,22.302071167331228,10.595284006139464,0.07882081490234528,3.2199982900934354,0.003470181296864617,105,20,1.3704578300410228
FIN,0.38105633149077844,4.373501850852503,0.17080845268220773,4.14433514184656,0.10672164480512766,1218,20,1.8027997276063763
FJI,24.601417723130915,18.476822200722214,0.012859482906402155,3.106425745145046,0.0032522794494755903,27,20,1.0604395696600901
FRA,8.720415511609577,6.8557762687775305,0.2776443176369168,4.003085429054694,0.027943405794537562,7730,20,2.304928292893509
GAB,26.810806439455746,21.658732295155897,0.11702195417779243,2.9391906459095463,0.010074163153842314,166,20,1.5500031846356244
GBR,6.114414075052418,6.011053638013871,0.2739979000443159,3.2358726242061655,0.019567074938621108,3658,20,2.287790130208285
GEO,8.422804703095656,5.971596582775382,0.07731650455199486,3.0641089578882523,0.004324874842475707,90,20,1.363387571394376
GHA,28.348258834357598,22.139477618750888,0.13410889920466068,3.584842479225949,0.1115822843802261,378,20,1.6303118262619052
GIN,28.5695291722484,19.550093637876433,0.1398433310816351,3.9850176099239603,0.04394230053934079,622,20,1.657263656083685
GMB,24.63211148270935,16.61283592853785,0.011571985681304473,3.035899878037416,0.0009173783601299093,25,20,1.054388332702131
GNB,30.009373974253542,17.41985016809924,0.028526377838366843,3.4874753312341995,0.0021301062617922425,52,20,1.1340739758403242
GNQ,25.96645078419682,20.860975093959226,0.1446417254213874,3.286000453067541,0.05745767529758111,315,20,1.6798161094805208
GRC,12.398443981706997,7.857949871675034,0.16366441502692833,3.7808236062898057,0.03294770033702756,743,20,1.7692227506265632
GTM,22.232333121052097,14.039229011665848,0.10288872724733772,2.9286964182054267,0.008796577621050733,153,20,1.4835770180624874
GUY,26.849106960794977,20.196591115506457,0.0575077944102408,3.252016386619225,0.004550058382853929,67,20,1.2702866337281318
HND,24.89792952295145,17.23440513170453,0.16155373793272504,3.037983135978907,0.03669646712167816,312,20,1.7593025682838077
HRV,9.355766214782271,6.075051891098569,0.19937166393205,3.297650485060866,0.022494978482527385,867,20,1.937046820480635
HTI,25.6260510606572,18.653470336149518,0.05995163395978701,3.049877669800124,0.0026449726389464272,72,20,1.281772679610999
HUN,6.757585716932497,5.115991172322552,0.170485578568227,3.3907116560233814,0.01614358607872284,585,20,1.801282219270667
IDN,26.659084930938338,21.45012204845152,0.18644148056175525,4.123674472882576,0.04162856217525383,1528,20,1.8762749586402498
IND,23.072687686455875,14.452646817929152,0.16113140295314243,3.1366011862165757,0.015613789941841583,562,20,1.7573175938797694
IRL,6.598616226222005,6.152229233530091,0.24547798616978395,3.5153761567289066,0.05028843744643892,2415,20,2.1537465349979845
IRN,7.726672207597149,5.376946664092991,0.3256840343339602,3.8438045582363425,0.1803133716471173,10075,20,2.530714961369613
IRQ,16.82176199348979,8.304745276869049,0.12667412667169653,3.278571787788752,0.012815746010581766,266,20,1.5953683953569737
ISL,-1.8151910313992476,3.2823672776039725,0.162028948269347,3.36402970805615,0.004415816862720556,588,20,1.761536056865931
ISR,16.30226884285821,10.356811977314203,0.2451341748637172,3.6016276711345596,0.02294346327232006,3035,20,2.152130621859471
ITA,10.613436172945821,7.157928486072048,0.2625294140027722,4.973230154759777,0.05907967246071642,15113,20,2.2338882458130294
JAM,25.78665251540279,18.047837230776327,0.06383863309135746,3.1891013329846967,0.007664065395393998,72,20,1.30004157552938
JOR,13.765532178725255,8.349914498556505,0.11444174071787683,3.9507747091042393,0.03321700970795662,345,20,1.5378761813740212
JPN,5.731946808595202,4.8415925148152,0.08535418098336264,2.792230306058154,0.03702250026497532,105,20,1.4011646506218045
KAZ,2.772968320900067,3.904453044305502,0.1594592887520212,3.4428395975313415,0.029276293303699054,531,20,1.7494586571344997
KEN,22.845264933208984,15.864182056312178,0.1260672397054608,3.239923075844902,0.03355864217205986,197,20,1.592516026615666
KGZ,6.087431006266411,4.864704972365645,0.12576986634851764,3.7226490514625725,0.008378984030531531,419,20,1.591118371838033
KHM,29.939985270847757,20.14478602552062,0.08878365273326658,3.4215013619739425,0.087377836785257,114,20,1.4172831678463529
KOR,3.2947508233091196,4.3271643996111875,0.18316718984859062,2.3496848325595296,0.46045552364698616,892,20,1.860885792288376
KWT,18.726244275204582,9.605708269432963,0.07765295351536422,3.536537906622045,0.008250779261615127,148,20,1.3649688815222119
LBN,15.288847034611049,10.14185394400298,0.14390739589464743,3.428675587131934,0.01867704619311195,391,20,1.676364760704843
