iso3,temperature,absolute_humidity,r,x_0,MSE,max_cases,total_days,r0
LBR,27.46694224074004,22.52882857372303,0.0752762150276827,3.570976351454849,0.009771809816889836,133,20,1.3537982106301087
LBY,18.008663760083635,9.26376175994694,0.06139134065225837,3.1452491277678822,0.01942171539665749,61,20,1.2885393010656143
LKA,28.03146204476,20.35824948395461,0.07501608252105282,3.7946927691745866,0.02806234217349533,159,20,1.3525755878489483
LSO,4.538233138157193,3.5906175453289366,0.14471850863306276,2.764010149257156,0.039888473839477794,245,20,1.680176990575395
LTU,3.4440667060938095,4.316750926498272,0.17560471261577854,3.812464781546973,0.09082911782455023,811,20,1.8253421492941593
LUX,6.72715734711433,6.083748967524806,0.23125087388256652,4.047600445388376,0.18928457888118144,2319,20,2.0868791072480626
LVA,3.0691159364102085,4.569953260605549,0.1508224504989197,3.5855467569049235,0.03695044374248919,458,20,1.7088655173449228
MAR,15.37690575097742,9.340275743163565,0.18064238154605244,3.4808463273371926,0.016068533977988075,708,20,1.8490191932664466
MDA,7.1646578129194385,5.291326404852261,0.17084910100450093,3.0435916141524384,0.008091137088752207,505,20,1.8029907747211544
MDG,23.861228954909862,17.6055202158284,0.08235055706313403,3.3556880560249414,0.019791420123178853,108,20,1.38704761819673
MEX,19.707448970355,11.02031982785755,0.24004311751500088,2.700234247210454,0.05846265132783827,1034,20,2.128202652320504
MKD,6.327007924409941,5.193177177024973,0.13674744901998484,3.8459582632623777,0.036162038423895905,483,20,1.642713010393929
MLI,33.018208039333366,9.26740579878916,0.11690787367389663,3.3625605023108793,0.006803439629142628,246,20,1.5494670062673142
MMR,28.646823900102834,17.16757607163924,0.11653968906818793,2.683259009586966,0.032198795798456685,121,20,1.5477365386204833
MNE,7.680980789764396,5.556509743768297,0.12375117433244322,3.5194029603002095,0.035467095901995246,257,20,1.5816305193624831
MNG,3.683669969990617,2.0934312706857985,0.015969383433831356,3.409076182819513,0.0006908645867064036,40,20,1.0750561021390075
MOZ,25.43254665872903,17.7598965265903,0.07682192099598582,2.9614784633511744,0.008230255193498997,76,20,1.3610630286811334
MRT,29.464845046001702,10.93432961734894,0.15521802399109286,3.82028109545829,0.062115571264033075,668,20,1.7295247127581366
MWI,22.739073350344462,14.328099238468697,0.03273323489568225,3.3505051185536048,0.0066812713464441,57,20,1.1538462040097066
MYS,27.201874150609143,21.191661933703216,0.033297331663461154,2.907932275346501,0.030573718551105834,50,20,1.1564974588182675
NAM,18.777854091603672,5.936629819789194,0.024436745124332367,2.9841182392139265,0.0010574649643129567,31,20,1.1148527020843622
NCL,22.419734202228543,15.435377469614572,0.0035216960603499914,2.991550259482325,0.00015893731926886926,21,20,1.016551971483645
NER,33.510889873875875,7.478791707507542,0.1715408041260851,3.8245174395577672,0.18967157761866818,639,20,1.8062417793926
NGA,29.28553201128569,16.68399471404921,0.13060206129679378,3.453078316724007,0.025228190623184998,288,20,1.6138296880949308
NIC,28.025787453345153,20.370798267918268,0.24458643257410137,2.401709692563099,0.40034673928027786,759,20,2.1495562330982763
NLD,6.848887019866489,6.390958313136385,0.24525624031893442,4.003378112052857,0.07838522309393552,4204,20,2.1527043294989916
NOR,1.0751835411832977,4.275914081923361,0.2295230296629636,3.7018005529347815,0.08007697402453852,1926,20,2.078758239415929
NPL,22.34012039576027,13.31210732300689,0.05543194184143192,3.411447956291772,0.007609170194190207,99,20,1.26053012665473
NZL,16.235464765567095,10.39124390468615,0.20490725019376613,3.5209622603422317,0.11418165325468761,911,20,1.963064075910701
OMN,23.0273219501,11.807488927123478,0.13792062101490707,2.855329875679728,0.008284693848342487,210,20,1.6482269187700633
PAK,18.450846742014114,10.703468216583653,0.2571475061228135,3.277122379952137,0.31439682264308344,1625,20,2.2085932787772236
PAN,26.317915085254803,19.03332976322894,0.2112396169049553,3.4180105292376908,0.026223923027872277,1181,20,1.9928261994532899
PER,21.16218877660127,16.72282635704712,0.18984390721911473,3.689674069437803,0.07114640933873818,1065,20,1.8922663639298394
PHL,27.015659516389004,20.13862838430188,0.1821327387727408,3.571319589816696,0.02041038354711409,1075,20,1.8560238722318818
POL,5.691665743598205,5.214246489350524,0.22537941354686863,3.5954705285349595,0.054224311452492145,1862,20,2.059283243670283
PRI,24.886301618405497,18.010294586822095,0.12812469506071333,4.782027847356963,0.0570869688869952,974,20,1.6021860667853527
PRT,13.475082109949017,9.247169818667171,0.2827026450133642,3.098290246426913,0.023108546616412724,3544,20,2.328702431562812
PRY,27.226503434724794,16.821650161756526,0.09175506352025431,3.282845607355542,0.017850367044128186,129,20,1.4312487985451954
PSE,16.578396461123535,10.017373604612029,0.07140920436722266,3.220864646368916,0.008557808329652515,106,20,1.3356232605259466
QAT,21.31495710207007,12.930731114697696,0.07667940436740873,5.2746118747240835,0.2755974480443991,693,20,1.3603932005268211
ROU,8.005962590839411,5.837241288442262,0.20118672695871548,3.762516111540971,0.028938546530708088,1760,20,1.9455776167059629
RUS,1.549754201672536,4.205030999317239,0.22531409447236045,3.3499061377688286,0.00805728719215493,1836,20,2.0589762440200943
RWA,19.440257348836987,13.482074454111247,0.0633396517281044,3.7313335335768936,0.008574001792279497,120,20,1.2976963631220908
SAU,22.650433635986595,10.523090238751738,0.20411435859202207,3.59759322863341,0.038946712612327614,1229,20,1.9593374853825036
SDN,30.591634869614182,5.5128620262823915,0.1700574065832009,3.219139017764917,0.022744140681552973,592,20,1.7992698109410443
SEN,22.94821981110802,14.502257394741429,0.12273501750854326,3.1203892899210337,0.007351123156489152,195,20,1.5768545822901534
SLE,27.715135400611672,22.022117349927484,0.1061662842684924,3.4524481558853957,0.009962940925201435,225,20,1.4989815360619143
SLV,28.056288437313448,18.859563111251358,0.09925438047370477,3.465045868712639,0.01154638669321176,177,20,1.4664955882264126
SOM,28.78142992054466,20.77114223214226,0.1877596643849036,3.1844401159172953,0.07400550025584665,582,20,1.882470422609047
SRB,8.079223526429999,5.629918138510078,0.18369188315843837,3.3973545735095034,0.008274340176914528,900,20,1.8633518508446603
SSD,29.978024264630147,15.645483372161802,0.12695863444911784,3.3477377868590654,0.020822476915440556,282,20,1.5967055819108538
SUR,26.472795938819775,21.481807209699525,0.10878830917315528,3.815710509981363,0.03929769252119139,293,20,1.51130505311383
SVK,5.359203123550569,4.936942730798789,0.13241642057141506,3.6631553686503024,0.0580503368748857,363,20,1.6223571766856508
SVN,7.5374001037837415,5.524397330500373,0.13139664874561338,4.373079364106035,0.09492905585638103,730,20,1.617564249104383
SWE,1.8279901912485375,4.676828201151383,0.19939413461508726,4.337226980588451,0.1346087997974365,1987,20,1.9371524326909102
SWZ,19.034920700180166,13.183548757460388,0.10946802288980129,3.1519559058790767,0.021276621249742646,159,20,1.514499707582066
SYR,17.272874373849152,8.123534884820788,0.029593086124386606,3.3245448172743655,0.008195891155398817,43,20,1.1390875047846172
TCD,33.333887128859914,8.910198396632362,0.06459332741935978,3.0799091329432113,0.019988459028312984,117,20,1.303588638870991
TGO,28.149831933843284,22.33756585222107,0.07203058749537351,3.108812366688438,0.0059241150623547964,77,20,1.3385437612282556
THA,27.155412938009064,18.313062552025595,0.015799433897456,3.323685966698034,0.004280287140005424,35,20,1.0742573393180432
TJK,16.66996130726749,8.930772837447979,0.1663315816088192,4.836902339148656,0.18001157374698215,2140,20,1.7817584335614502
TLS,26.234621336732168,20.285901838087216,0.002683006625299841,3.141830756395297,0.00029566643519570796,24,20,1.0126101311389093
TTO,26.11267621660492,18.590599713239563,0.046658685326861446,3.928994659204095,0.003960226084914699,109,20,1.2192958210362488
TUN,14.236513306605818,9.158143935756263,0.1759647014649891,3.2118628544586123,0.031452505993484495,495,20,1.8270340968854488
TUR,9.446546387899064,6.693081066241488,0.30652686731530615,4.882875080226301,0.16376383621679086,23934,20,2.440676276381939
TZA,23.97482106604841,18.078302672715978,0.12616806445326623,2.5759141727113133,0.07537427018736959,170,20,1.5929899029303511
UGA,23.296713741875703,16.01369962622721,0.026689448392880538,3.608776377407458,0.009378329345339293,55,20,1.1254404074465385
UKR,5.732939416643577,4.373273628144998,0.23391735032816932,3.3494175656961485,0.05195992921919383,1462,20,2.099411546542396
URY,21.886360819532804,15.17998402204931,0.11306292355201217,4.122671573974886,0.060737914293314675,390,20,1.5313957406944572
USA,7.233754749177081,6.102056251097783,0.19358063525800168,3.0920834427835486,0.07991393361788612,1312,20,1.909828985712608
UZB,11.299567077947804,6.005527174699962,0.1489686535388973,3.1627509921590065,0.011089532226653731,397,20,1.7001526716328175
VEN,26.00091409988612,16.56398210629533,0.09891807397865368,3.4120150902211774,0.0550694642184964,144,20,1.4649149476996723
VNM,25.142156630053986,18.936478946500408,0.09782353850600684,3.2667789406576526,0.00481993535947307,163,20,1.4597706309782321
YEM,26.841548594997214,17.469992949074893,0.13138717257974253,3.16730631126178,0.01666182014615573,222,20,1.6175197111247899
ZAF,21.184107479708633,13.590572400114958,0.22964059841698437,3.502511675341348,0.08104859917961224,1380,20,2.0793108125598265
ZMB,22.41098813476023,15.29410000631443,0.021205792074294093,3.4583897050897883,0.0033040051646212746,48,20,1.0996672227491822
ZWE,21.581155825912738,12.25924123529642,0.022998805550983315,3.1567533169566437,0.0010489952034239774,34,20,1.1080943860896215
SGP,27.411153157552107,21.35633307903102,0.07056613593316083,3.3460971326567264,0.010017805159182488,89,20,1.331660838885856
