cat_value,direction,counts,n,freq,label,region,var,country,period
"(12, 14]",Negative,288,2123,0.13565708902496468,13.6 %,Toscana,absolute_humidity,ITA,(2) Summer
"(14, 16]",NS,1440,2057,0.7000486144871172,70.0 %,Toscana,absolute_humidity,ITA,(2) Summer
"(14, 16]",Positive,379,2057,0.18424890617403986,18.4 %,Toscana,absolute_humidity,ITA,(2) Summer
"(14, 16]",Negative,238,2057,0.11570247933884298,11.6 %,Toscana,absolute_humidity,ITA,(2) Summer
"(16, 18]",NS,1192,1749,0.6815323041738136,68.2 %,Toscana,absolute_humidity,ITA,(2) Summer
"(16, 18]",Positive,340,1749,0.19439679817038308,19.4 %,Toscana,absolute_humidity,ITA,(2) Summer
"(16, 18]",Negative,217,1749,0.12407089765580331,12.4 %,Toscana,absolute_humidity,ITA,(2) Summer
"(18, 20]",NS,402,550,0.730909090909091,73.1 %,Toscana,absolute_humidity,ITA,(2) Summer
"(18, 20]",Positive,148,550,0.2690909090909091,26.9 %,Toscana,absolute_humidity,ITA,(2) Summer
"(18, 20]",Negative,0,550,0.0,0.0 %,Toscana,absolute_humidity,ITA,(2) Summer
"(20, 22]",Positive,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(2) Summer
"(20, 22]",Negative,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(2) Summer
"(20, 22]",NS,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(2) Summer
"(0, 2]",Positive,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(0, 2]",Negative,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(0, 2]",NS,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(2, 4]",NS,28,45,0.6222222222222222,62.2 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(2, 4]",Positive,17,45,0.37777777777777777,37.8 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(2, 4]",Negative,0,45,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(4, 6]",NS,500,957,0.522466039707419,52.2 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(4, 6]",Positive,383,957,0.400208986415883,40.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(4, 6]",Negative,74,957,0.07732497387669801,7.7 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(6, 8]",NS,975,1507,0.6469807564698076,64.7 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(6, 8]",Positive,446,1507,0.2959522229595222,29.6 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(6, 8]",Negative,86,1507,0.05706702057067021,5.7 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(8, 10]",NS,1178,1748,0.6739130434782609,67.4 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(8, 10]",Positive,477,1748,0.272883295194508,27.3 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(8, 10]",Negative,93,1748,0.05320366132723112,5.3 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(10, 12]",NS,549,968,0.5671487603305785,56.7 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(10, 12]",Positive,412,968,0.4256198347107438,42.6 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(10, 12]",Negative,7,968,0.007231404958677686,0.7 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(12, 14]",NS,373,462,0.8073593073593074,80.7 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(12, 14]",Positive,82,462,0.1774891774891775,17.7 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(12, 14]",Negative,7,462,0.015151515151515152,1.5 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(14, 16]",Positive,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(14, 16]",Negative,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(14, 16]",NS,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(16, 18]",Positive,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(16, 18]",Negative,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(16, 18]",NS,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(18, 20]",Positive,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(18, 20]",Negative,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(18, 20]",NS,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(20, 22]",Positive,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(20, 22]",Negative,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(20, 22]",NS,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA,(3) Late Waves
"(-6, -3]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(-6, -3]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(-6, -3]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(-3, 0]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(-3, 0]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(-3, 0]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(0, 3]",NS,319,484,0.6590909090909091,65.9 %,Umbria,temperature,ITA,(1) Early Wave
"(0, 3]",Negative,90,484,0.1859504132231405,18.6 %,Umbria,temperature,ITA,(1) Early Wave
"(0, 3]",Positive,75,484,0.15495867768595042,15.5 %,Umbria,temperature,ITA,(1) Early Wave
"(3, 6]",NS,423,789,0.5361216730038023,53.6 %,Umbria,temperature,ITA,(1) Early Wave
"(3, 6]",Negative,248,789,0.31432192648922685,31.4 %,Umbria,temperature,ITA,(1) Early Wave
"(3, 6]",Positive,118,789,0.14955640050697086,15.0 %,Umbria,temperature,ITA,(1) Early Wave
"(6, 9]",NS,436,808,0.5396039603960396,54.0 %,Umbria,temperature,ITA,(1) Early Wave
"(6, 9]",Negative,254,808,0.31435643564356436,31.4 %,Umbria,temperature,ITA,(1) Early Wave
"(6, 9]",Positive,118,808,0.14603960396039603,14.6 %,Umbria,temperature,ITA,(1) Early Wave
"(9, 12]",NS,558,979,0.5699693564862104,57.0 %,Umbria,temperature,ITA,(1) Early Wave
"(9, 12]",Negative,302,979,0.3084780388151175,30.8 %,Umbria,temperature,ITA,(1) Early Wave
"(9, 12]",Positive,119,979,0.12155260469867211,12.2 %,Umbria,temperature,ITA,(1) Early Wave
"(12, 15]",Negative,264,495,0.5333333333333333,53.3 %,Umbria,temperature,ITA,(1) Early Wave
"(12, 15]",NS,230,495,0.46464646464646464,46.5 %,Umbria,temperature,ITA,(1) Early Wave
"(12, 15]",Positive,1,495,0.00202020202020202,0.2 %,Umbria,temperature,ITA,(1) Early Wave
"(15, 18]",NS,175,297,0.5892255892255892,58.9 %,Umbria,temperature,ITA,(1) Early Wave
"(15, 18]",Negative,121,297,0.4074074074074074,40.7 %,Umbria,temperature,ITA,(1) Early Wave
"(15, 18]",Positive,1,297,0.003367003367003367,0.3 %,Umbria,temperature,ITA,(1) Early Wave
"(18, 21]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(18, 21]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(18, 21]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(21, 24]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(21, 24]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(21, 24]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(24, 27]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(24, 27]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(24, 27]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(27, 30]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(27, 30]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(27, 30]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(30, 33]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(30, 33]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(30, 33]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(1) Early Wave
"(-6, -3]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(-6, -3]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(-6, -3]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(-3, 0]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(-3, 0]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(-3, 0]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(0, 3]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(0, 3]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(0, 3]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(3, 6]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(3, 6]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(3, 6]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(6, 9]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(6, 9]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(6, 9]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(9, 12]",NS,2,3,0.6666666666666666,66.7 %,Umbria,temperature,ITA,(2) Summer
"(9, 12]",Negative,1,3,0.3333333333333333,33.3 %,Umbria,temperature,ITA,(2) Summer
"(9, 12]",Positive,0,3,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(12, 15]",NS,364,528,0.6893939393939394,68.9 %,Umbria,temperature,ITA,(2) Summer
"(12, 15]",Positive,126,528,0.23863636363636365,23.9 %,Umbria,temperature,ITA,(2) Summer
"(12, 15]",Negative,38,528,0.07196969696969698,7.2 %,Umbria,temperature,ITA,(2) Summer
"(15, 18]",NS,733,1023,0.7165200391006843,71.7 %,Umbria,temperature,ITA,(2) Summer
"(15, 18]",Positive,179,1023,0.17497556207233628,17.5 %,Umbria,temperature,ITA,(2) Summer
"(15, 18]",Negative,111,1023,0.10850439882697947,10.9 %,Umbria,temperature,ITA,(2) Summer
"(18, 21]",NS,1443,2057,0.701507049100632,70.2 %,Umbria,temperature,ITA,(2) Summer
"(18, 21]",Positive,401,2057,0.19494409333981527,19.5 %,Umbria,temperature,ITA,(2) Summer
"(18, 21]",Negative,213,2057,0.10354885755955275,10.4 %,Umbria,temperature,ITA,(2) Summer
"(21, 24]",NS,1369,1903,0.7193904361534419,71.9 %,Umbria,temperature,ITA,(2) Summer
"(21, 24]",Positive,352,1903,0.18497109826589594,18.5 %,Umbria,temperature,ITA,(2) Summer
"(21, 24]",Negative,182,1903,0.09563846558066211,9.6 %,Umbria,temperature,ITA,(2) Summer
"(24, 27]",NS,1262,1757,0.7182697780307342,71.8 %,Umbria,temperature,ITA,(2) Summer
"(24, 27]",Positive,315,1757,0.17928286852589642,17.9 %,Umbria,temperature,ITA,(2) Summer
"(24, 27]",Negative,180,1757,0.10244735344336937,10.2 %,Umbria,temperature,ITA,(2) Summer
"(27, 30]",NS,418,572,0.7307692307692307,73.1 %,Umbria,temperature,ITA,(2) Summer
"(27, 30]",Positive,117,572,0.20454545454545456,20.5 %,Umbria,temperature,ITA,(2) Summer
"(27, 30]",Negative,37,572,0.06468531468531469,6.5 %,Umbria,temperature,ITA,(2) Summer
"(30, 33]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(30, 33]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(30, 33]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(2) Summer
"(-6, -3]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(-6, -3]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(-6, -3]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(-3, 0]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(-3, 0]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(-3, 0]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(0, 3]",NS,271,407,0.6658476658476659,66.6 %,Umbria,temperature,ITA,(3) Late Waves
"(0, 3]",Negative,130,407,0.3194103194103194,31.9 %,Umbria,temperature,ITA,(3) Late Waves
"(0, 3]",Positive,6,407,0.014742014742014743,1.5 %,Umbria,temperature,ITA,(3) Late Waves
"(3, 6]",NS,641,1177,0.5446049277824979,54.5 %,Umbria,temperature,ITA,(3) Late Waves
"(3, 6]",Positive,372,1177,0.3160577740016992,31.6 %,Umbria,temperature,ITA,(3) Late Waves
"(3, 6]",Negative,164,1177,0.1393372982158029,13.9 %,Umbria,temperature,ITA,(3) Late Waves
"(6, 9]",NS,644,1221,0.5274365274365275,52.7 %,Umbria,temperature,ITA,(3) Late Waves
"(6, 9]",Positive,413,1221,0.33824733824733827,33.8 %,Umbria,temperature,ITA,(3) Late Waves
"(6, 9]",Negative,164,1221,0.13431613431613432,13.4 %,Umbria,temperature,ITA,(3) Late Waves
"(9, 12]",NS,1118,1758,0.6359499431171786,63.6 %,Umbria,temperature,ITA,(3) Late Waves
"(9, 12]",Positive,458,1758,0.2605233219567691,26.1 %,Umbria,temperature,ITA,(3) Late Waves
"(9, 12]",Negative,182,1758,0.10352673492605233,10.4 %,Umbria,temperature,ITA,(3) Late Waves
"(12, 15]",NS,530,968,0.5475206611570248,54.8 %,Umbria,temperature,ITA,(3) Late Waves
"(12, 15]",Positive,399,968,0.4121900826446281,41.2 %,Umbria,temperature,ITA,(3) Late Waves
"(12, 15]",Negative,39,968,0.040289256198347105,4.0 %,Umbria,temperature,ITA,(3) Late Waves
"(15, 18]",Negative,28,44,0.6363636363636364,63.6 %,Umbria,temperature,ITA,(3) Late Waves
"(15, 18]",NS,16,44,0.36363636363636365,36.4 %,Umbria,temperature,ITA,(3) Late Waves
"(15, 18]",Positive,0,44,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(18, 21]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(18, 21]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(18, 21]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(21, 24]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(21, 24]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(21, 24]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(24, 27]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(24, 27]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(24, 27]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(27, 30]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(27, 30]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(27, 30]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(30, 33]",Positive,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(30, 33]",Negative,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(30, 33]",NS,0,0,0.0,0.0 %,Umbria,temperature,ITA,(3) Late Waves
"(0, 2]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(0, 2]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(0, 2]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(2, 4]",NS,673,745,0.9033557046979865,90.3 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(2, 4]",Negative,63,745,0.08456375838926175,8.5 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(2, 4]",Positive,9,745,0.012080536912751677,1.2 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(4, 6]",NS,810,964,0.8402489626556017,84.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(4, 6]",Negative,145,964,0.1504149377593361,15.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(4, 6]",Positive,9,964,0.00933609958506224,0.9 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(6, 8]",NS,823,979,0.8406537282941777,84.1 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(6, 8]",Negative,145,979,0.1481103166496425,14.8 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(6, 8]",Positive,11,979,0.011235955056179775,1.1 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(8, 10]",NS,546,693,0.7878787878787878,78.8 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(8, 10]",Negative,145,693,0.20923520923520925,20.9 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(8, 10]",Positive,2,693,0.002886002886002886,0.3 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(10, 12]",NS,151,297,0.5084175084175084,50.8 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(10, 12]",Negative,144,297,0.48484848484848486,48.5 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(10, 12]",Positive,2,297,0.006734006734006734,0.7 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(12, 14]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(12, 14]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(12, 14]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(14, 16]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(14, 16]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(14, 16]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(16, 18]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(16, 18]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(16, 18]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(18, 20]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(18, 20]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(18, 20]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(20, 22]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(20, 22]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(20, 22]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(1) Early Wave
"(0, 2]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(0, 2]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(0, 2]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(2, 4]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(2, 4]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(2, 4]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(4, 6]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(4, 6]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(4, 6]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(6, 8]",NS,125,223,0.5605381165919282,56.1 %,Umbria,absolute_humidity,ITA,(2) Summer
"(6, 8]",Positive,78,223,0.34977578475336324,35.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(6, 8]",Negative,20,223,0.08968609865470852,9.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(8, 10]",NS,916,1316,0.6960486322188449,69.6 %,Umbria,absolute_humidity,ITA,(2) Summer
"(8, 10]",Positive,293,1316,0.22264437689969604,22.3 %,Umbria,absolute_humidity,ITA,(2) Summer
"(8, 10]",Negative,107,1316,0.08130699088145897,8.1 %,Umbria,absolute_humidity,ITA,(2) Summer
"(10, 12]",NS,1547,2211,0.6996834011759385,70.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(10, 12]",Positive,441,2211,0.1994572591587517,19.9 %,Umbria,absolute_humidity,ITA,(2) Summer
"(10, 12]",Negative,223,2211,0.10085933966530981,10.1 %,Umbria,absolute_humidity,ITA,(2) Summer
"(12, 14]",NS,1547,2211,0.6996834011759385,70.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(12, 14]",Positive,441,2211,0.1994572591587517,19.9 %,Umbria,absolute_humidity,ITA,(2) Summer
"(12, 14]",Negative,223,2211,0.10085933966530981,10.1 %,Umbria,absolute_humidity,ITA,(2) Summer
"(14, 16]",NS,1174,1633,0.7189222290263318,71.9 %,Umbria,absolute_humidity,ITA,(2) Summer
"(14, 16]",Positive,305,1633,0.18677281077770974,18.7 %,Umbria,absolute_humidity,ITA,(2) Summer
"(14, 16]",Negative,154,1633,0.09430496019595835,9.4 %,Umbria,absolute_humidity,ITA,(2) Summer
"(16, 18]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(16, 18]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(16, 18]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(18, 20]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(18, 20]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(18, 20]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(20, 22]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(20, 22]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(20, 22]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(2) Summer
"(0, 2]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(0, 2]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(0, 2]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(2, 4]",Negative,33,45,0.7333333333333333,73.3 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(2, 4]",NS,12,45,0.26666666666666666,26.7 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(2, 4]",Positive,0,45,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(4, 6]",NS,637,1199,0.5312760633861552,53.1 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(4, 6]",Positive,367,1199,0.3060884070058382,30.6 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(4, 6]",Negative,195,1199,0.16263552960800667,16.3 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(6, 8]",NS,1185,1793,0.6609035136642498,66.1 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(6, 8]",Positive,391,1793,0.2180702732849972,21.8 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(6, 8]",Negative,217,1793,0.12102621305075292,12.1 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(8, 10]",NS,1175,1744,0.6737385321100917,67.4 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(8, 10]",Positive,391,1744,0.22419724770642202,22.4 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(8, 10]",Negative,178,1744,0.10206422018348624,10.2 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(10, 12]",NS,611,968,0.631198347107438,63.1 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(10, 12]",Positive,335,968,0.34607438016528924,34.6 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(10, 12]",Negative,22,968,0.022727272727272728,2.3 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(12, 14]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(12, 14]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(12, 14]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(14, 16]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(14, 16]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(14, 16]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(16, 18]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(16, 18]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(16, 18]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(18, 20]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(18, 20]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(18, 20]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(20, 22]",Positive,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(20, 22]",Negative,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(20, 22]",NS,0,0,0.0,0.0 %,Umbria,absolute_humidity,ITA,(3) Late Waves
"(-6, -3]",NS,489,789,0.6197718631178707,62.0 %,Valle d'Aosta,temperature,ITA,(1) Early Wave
"(-6, -3]",Negative,187,789,0.2370088719898606,23.7 %,Valle d'Aosta,temperature,ITA,(1) Early Wave
"(-6, -3]",Positive,113,789,0.1432192648922687,14.3 %,Valle d'Aosta,temperature,ITA,(1) Early Wave
"(-3, 0]",NS,610,937,0.6510138740661686,65.1 %,Valle d'Aosta,temperature,ITA,(1) Early Wave
"(-3, 0]",Negative,212,937,0.22625400213447172,22.6 %,Valle d'Aosta,temperature,ITA,(1) Early Wave
"(-3, 0]",Positive,115,937,0.12273212379935966,12.3 %,Valle d'Aosta,temperature,ITA,(1) Early Wave
