Date,S,E,I,Q,R,D,P,Total Cases,std S,std E,std I,std Q,std R,std D,std P,std Total Cases,N
2020-10-02,7459857.6,17966.8,17109.8,16983.8,123344,7097.4,138119.6,147425.2,35942.9755646357,205.735655636061,118.551086034671,46.0907799890607,0,41.3042370707897,35673.1173047717,87.3950170598505,7780479
2020-10-03,4869838.8,35253.2,21361.7,16586.9,123386.3,8627.2,2705424.9,148600.4,531403.446000268,3021.11111348126,5814.8021299095,725.275871651608,7.08590149522275,640.457929922021,524479.203418296,1372.81970306885,7780479
2020-10-04,3278639.7,45447.5,28186.5,16991.5,123503.7,9522.3,4278187.8,150017.5,637088.251072181,3909.46183636572,14642.8120813592,990.634064627297,12.2478569554024,836.30903976939,623113.567325219,1839.19096135209,7780479
2020-10-05,2233495.8,51151.1,36337.3,17979.1,123710.3,10123.5,5307681.9,151812.9,595647.910967511,3863.4360729796,24595.0734784428,1050.83475865618,20.9382425241471,880.486484848007,575795.676277002,1952.25948602834,7780479
2020-10-06,1582128.3,53175.9,44126.4,19419.4,123998.6,10494.1,5947136.3,153912.1,511152.7425152,5237.93484972847,33101.140292141,977.492833733322,41.4106266554854,862.69084265454,487896.890529966,1881.59430304335,7780479
2020-10-07,1144307.5,53169.9,51076.7,21225.6,124385.2,10753.9,6375560.2,156364.7,423081.752198851,8127.89937745295,39624.2367069701,909.061516070282,65.1779103684676,827.7408350444,398352.029970929,1801.98026148315,7780479
2020-10-08,843460.7,51830.9,57030.4,23285,124877.1,10936.7,6669058.2,159098.8,344462.998146695,11020.6271005783,43975.5270854142,858.087990826116,73.4961903774611,783.499081046047,319613.686624587,1715.08326224962,7780479
2020-10-09,632754,49723.1,61899.8,25580.2,125506.3,11066.4,6873949.2,162152.9,278375.4842223,13189.9939609539,46470.0586244519,826.584514735184,85.4927482304786,750.40525051468,254138.075506131,1662.48251348034,7780479
2020-10-10,477373.5,47018.6,65920.8,28104.2,126299.6,11168.8,7024593.5,165572.6,223198.879952499,14633.9265967819,47627.6597552305,845.254257605367,97.4281273555024,717.133432493563,200028.808727768,1659.81581745443,7780479
2020-10-11,370309.9,44216.5,68884,30589.4,127232.2,11238.2,7128008.8,169059.8,181096.454215675,15306.5269035794,47781.2782018229,907.792839804325,117.63485877919,688.455634009919,159161.003598118,1713.88333259343,7780479
2020-10-12,291995.3,41388.5,71004.4,33147.2,128306.9,11293.6,7203343.1,172747.7,147973.166555325,15478.8173530797,47322.9623379602,966.850639964622,129.447634200089,663.229402243296,127347.75234801,1759.52767640801,7780479
2020-10-13,234082.8,38506.6,72474.3,35658.3,129575.3,11333.3,7258848.4,176566.9,122043.327940367,15283.2879394455,46594.1422177724,1110.22169407736,148.777720106204,644.913180203351,102717.851478893,1903.91259438691,7780479
2020-10-14,190781.3,35699.6,73330.3,38133.2,130981.9,11365.4,7300187.3,180480.5,101575.426882736,14828.9411166138,45671.6269516425,1174.35078234742,148.135377273628,629.826833343896,83551.9329998415,1952.31299296495,7780479
2020-10-15,156955,32835,73796,40576.8,132631.4,11387.8,7332297,184596,84917.294833267,14198.848404008,44649.7850229987,1352.2605370268,175.581434098255,616.889260726753,68246.2144371393,2144.7312318518,7780479
