Date,S,E,I,Q,R,D,P,Total Cases,std S,std E,std I,std Q,std R,std D,std P,std Total Cases,N
2020-10-01,9818955,9882.5,9257.3,9181.5,80712,17015.2,115570.5,106908.7,44670.5494593474,221.479231531988,78.5163040393522,79.6143831226494,0,60.438067474068,44644.9133502351,140.052450596717,10060574
2020-10-02,7493344.7,23710.3,11452.8,8588.6,80723.7,18223.6,2424530.3,107535.9,813900.197186123,5260.60578355763,3133.49465613076,1331.57945313076,22.8650388147495,925.429759625224,812420.241840644,2279.87425157073,10060574
2020-10-03,5841542.6,34857.7,15564.4,8517.3,80760.4,18995.6,4060336,108273.3,1178712.67954546,9582.9664097293,8339.82506051536,2219.01532441757,92.6274257442146,1366.47511503137,1174875.81623719,3678.11786519315,10060574
2020-10-04,4598435.1,44827,21486.9,8815.9,80812.7,19585.6,5286610.8,109214.2,1316004.79027278,13926.5869329136,16032.3319230236,2991.86501867982,190.294009364457,1651.45470419264,1309011.16404008,4833.61373223692,10060574
2020-10-05,3717469.5,53133.5,28422.3,9443.3,80881.3,20014.6,6151209.5,110339.2,1320472.8736206,18050.533583526,25146.7214763674,3692.9493105105,312.416404818953,1843.14232765677,1310121.03582724,5848.50804298622,10060574
2020-10-06,3048955.6,60293.2,36275.9,10361.4,80978.5,20344,6803365.4,111683.9,1260012.606536,22029.4830343338,35469.0119102577,4379.94208180885,485.227626995826,1982.15650239833,1246233.44865986,6847.32621120301,10060574
2020-10-07,2532851.1,66424.1,44620.9,11535.8,81101.8,20636.2,7303404.1,113273.8,1168883.26629912,25874.2516044426,46163.9048509764,5089.17902612985,682.754831546434,2108.64623870388,1151859.13723749,7880.58009638016,10060574
2020-10-08,2127627.6,71482.1,53117.1,13037.1,81242.1,20888.3,7693179.7,115167.5,1065696.38773641,29671.8212735585,56578.9872186663,5774.6411221824,907.386075493778,2218.20968576012,1045751.92260517,8900.23688343629,10060574
2020-10-09,1792917.5,75886.8,61945.4,14845.4,81417.9,21133.5,8012427.5,117396.8,957686.106778651,33471.5601363307,66567.664653644,6494.98910237731,1172.13876738209,2322.81472571533,935061.649199907,9989.94259547473,10060574
2020-10-10,1535292.4,79274.7,70125.1,16813.4,81630.6,21342.6,8256095.2,119786.6,858843.284531957,36982.9281995085,74943.5896650941,7178.91297063838,1461.77003663367,2412.86544175178,833931.560614515,11053.5484490238,10060574
2020-10-11,1325139.5,81861.8,77975.5,19062.9,81881.5,21523.3,8453129.5,122467.7,767438.168485286,40415.9227280536,82265.9499905642,7806.48145389458,1774.59568634661,2492.56614957357,740556.796918272,12073.6432898148,10060574
2020-10-12,1152511.7,83835.4,85361.9,21512.2,82174.6,21699.1,8613479.1,125385.9,685058.064579646,43350.7631886683,88280.3593926192,8414.53899866178,2113.00147657308,2568.63097583129,656150.976623742,13096.1714510661,10060574
