Date,S,E,I,Q,R,D,P,Total Cases,std S,std E,std I,std Q,std R,std D,std P,std Total Cases,N
2020-02-25,9912440.8,72.7,70,67,0,1.1,147922.4,68.1,60396.4825147955,4.02616442783948,1.61245154965971,1.18321595661992,0,1.3,60396.4203942585,2.48321595661992,10060574
2020-02-26,7342319.5,186.6,145.9,60.2,0.1,17.9,2717843.8,78.2,942765.083637939,43.0027906071222,41.7263705586767,15.3022874107109,0.3,12.4294006291534,942797.053439265,28.0316880398643,10060574
2020-02-27,5917663.3,341.6,307.8,63.7,0.3,31.7,4142165.6,95.7,1299493.34667616,116.620924366084,139.444469234172,31.7617694721185,0.458257569495584,22.4189651857529,1299562.04706272,54.638992227367,10060574
2020-02-28,5071024.7,599.1,614.1,81.7,0.7,46.4,4988207.3,128.8,1516528.28802796,301.134338792506,347.320154900346,67.913253492967,0.781024967590666,37.829089336118,1516684.21257809,106.523367796676,10060574
2020-02-29,4541235.8,1034.3,1150.5,114,1.5,65,5516972.9,180.5,1721404.47669052,662.54419475232,763.809694884793,118.547880622135,1.36014705087354,65.7160558767795,1721802.79469906,185.624083549788,10060574
2020-03-01,4181911.2,1876.4,2166.9,159.9,2.7,91.4,5874365.5,254,1942940.93236108,1545.97213428962,1631.79713506306,200.652161712751,2.93428015022424,108.79448515435,1944131.90112622,312.380927017325,10060574
2020-03-02,3944743.5,3419.1,3977.8,232.3,4.5,125.2,6108071.6,362,2148358.40797471,3415.40564062309,3459.3776261056,315.401347492366,4.6743983570081,167.173442866982,2151608.27649562,487.249188716356,10060574
2020-03-03,3768511.6,6559.2,7422.5,321.6,7,170.1,6277582,498.7,2328915.04369542,7673.53013677538,7449.58941486039,454.795602441361,7.28010988928052,244.664034954057,2337352.33612034,706.739747284698,10060574
2020-03-04,3625401.2,13106.4,14252.1,448.7,9.7,227.8,6407128.1,686.2,2473150.74391246,17354.2182895111,16301.9907278222,645.886065804179,11.054863183233,345.488871021919,2494092.74212357,1002.42980000933,10060574
2020-03-05,3493615.4,27228.7,28190.8,600.5,14.1,299.5,6510625,914.1,2570557.54664891,38992.6932387338,36069.2691963672,870.139672696286,15.5206314304541,467.636878357556,2621170.15811034,1353.2971824843,10060574
2020-03-06,3347832.8,57726.8,57440.2,771.1,21.6,383.7,6596397.8,1176.4,2601820.3791087,87391.8093974487,80089.4653269704,1107.25141228178,24.1047713119208,615.495905754051,2721392.87978986,1746.85208934775,10060574
2020-03-07,3149282.8,121362.2,119280.6,966.3,31.8,484.2,6669166.1,1482.3,2525238.64116367,190187.729448458,176208.059140438,1361.70915029605,35.9911100134464,789.751201328621,2799495.82277868,2187.45146163812,10060574
2020-03-08,2838692.9,242327.3,245405.3,1186.1,44.5,598.3,6732319.6,1828.9,2266549.96466755,388780.318375571,374858.028345146,1627.64145007431,50.2737506060568,971.464260793983,2859579.3691552,2649.37946147435,10060574
2020-03-09,2340936.9,434541.7,493199.5,1429.7,60.3,736.2,6789669.7,2226.2,1745002.50316471,715211.64052021,764802.900937915,1891.98863897223,66.7518539068392,1184.29859410539,2908193.98992591,3143.03908698446,10060574
2020-03-10,1756837,598487.3,864434.4,1699.7,79.9,879.9,6838155.8,2659.5,1192696.19799126,1006025.32847598,1346268.55996433,2132.8676494335,88.4177018475373,1390.17052551117,2944240.7885104,3611.45587679221,10060574
2020-03-11,1268983.4,605161.7,1302100.5,2019.1,103.3,1027.2,6881178.8,3149.6,975013.682154892,990240.754144168,2017221.15846475,2368.57946668462,112.114272062035,1578.05511944292,2972460.33385735,4058.74885818957,10060574
2020-03-12,970944.5,474215.3,1691966.4,2384.9,131.5,1193,6919738.4,3709.4,927587.900773102,717057.252120366,2570525.50295025,2603.97037041515,137.760117595769,1766.90061972936,2994821.16273751,4508.63110774028,10060574
2020-03-13,798927.8,323428,1979591.3,2751.3,167.3,1374.3,6954334,4292.9,901550.793930081,459467.973827556,2929251.3113563,2795.93161754718,165.100605692408,1938.22331272741,3012967.3315285,4899.255535967,10060574
2020-03-14,696659.1,203274.4,2170143.4,3132.4,212.8,1569.3,6985582.6,4914.5,880326.70846095,281113.006836468,3139037.84685678,2956.9341622701,201.265396926546,2117.17113384818,3028027.91237951,5275.37069304483,10060574
2020-03-15,634280.5,119809,2287186.5,3531.2,266.2,1771.7,7013728.9,5569.1,852883.330382679,163306.877169947,3256198.2451354,3131.69962799755,240.871251916869,2291.70417157189,3041004.4480479,5664.27505148631,10060574
2020-03-16,592884.4,67506.9,2354709.8,3924.6,325.8,1985.3,7039237.2,6235.7,820165.318176305,90004.4630220635,3319331.25432909,3294.61473316684,281.864435500473,2462.36378506507,3052425.33439289,6038.84295373239,10060574
2020-03-17,560678.1,36595.3,2393024.5,4343.2,396.4,2208.6,7063327.9,6948.2,784096.635045509,46153.6541826322,3353048.60478068,3471.1959840954,334.287959699418,2623.76181083573,3062994.56132454,6429.24575463054,10060574
2020-03-18,534865.7,20954.8,2412705.2,4740.4,478.1,2430.2,7084399.6,7648.7,749661.867464132,23629.8124148289,3368950.35728429,3628.14019023521,385.862527333246,2778.47137109598,3072305.70921532,6792.47408866444,10060574
2020-03-19,511834.9,13129.9,2423731.8,5133.9,569.7,2647,7103526.8,8350.6,716529.886136573,13607.9868860166,3376408.72806409,3809.74535763219,448.926953969129,2915.39918364535,3080911.82485756,7174.07149524667,10060574
2020-03-20,490204.3,9714.3,2430477.7,5538.7,669.9,2865.5,7121103.6,9074.1,684130.187567111,12558.2294297405,3379281.73207325,4008.70597699557,522.599358973966,3056.2247054168,3088927.89740661,7587.53004138633,10060574
2020-03-21,469434.9,8728,2435437.9,5903.1,783.2,3089.8,7137197.1,9776.1,652418.893068319,15768.5902794131,3379549.20405149,4206.60148932603,602.549383868244,3197.47036890102,3096434.4724871,8006.62124209529,10060574
2020-03-22,449129.2,9074.7,2439970.3,6266.3,906.4,3304.6,7151922.5,10477.3,620872.76486488,20195.1892887886,3378124.86852126,4430.51024262443,680.541137625052,3320.29333643882,3103473.31180319,8431.3447166883,10060574
2020-03-23,428869.9,10234.5,2444824,6632.9,1039.5,3510.9,7165462.3,11183.3,589002.627514759,25418.4082084225,3375556.43020789,4671.24851511884,770.165339391484,3437.07964557122,3110135.71730061,8878.49350008155,10060574
2020-03-24,408258,11981.4,2450461.3,7011,1174.6,3711.4,7177976.3,11897,556092.190537145,31465.6061476654,3371998.29953154,4919.96380067984,861.831097141429,3552.5594491859,3116450.11975498,9334.35434700716,10060574
2020-03-25,386361.8,14180,2457511.1,7373,1335.7,3920,7189892.4,12628.7,520820.307690628,38569.3476818056,3367397.09130335,5182.07143910618,965.80329777859,3669.58588944311,3122629.44171591,9817.46062632788,10060574
2020-03-26,364665.5,16546.7,2465596.4,7718.8,1498.9,4116.2,7200431.5,13333.9,485708.563655254,45920.1921665186,3362143.1860983,5431.00347633842,1072.62467340631,3778.4988500726,3128227.35288618,10282.1269998173,10060574
2020-03-27,342376,18897.9,2475089.4,8055.6,1667.1,4299.7,7210188.3,14022.4,450028.075234424,53105.8473926365,3356192.17261611,5678.3815511112,1189.52044538965,3890.45344529401,3133543.19951751,10758.3554417949,10060574
2020-03-28,319781.2,20872,2485980.1,8374.6,1849.5,4493,7219223.6,14717.1,414811.319814154,59168.8159658447,3349679.46420434,5921.19351482452,1304.97365873798,4003.77799084814,3138578.42562378,11229.9451644107,10060574
2020-03-29,297326.7,22428.3,2497851.1,8697.9,2038.9,4668.4,7227562.7,15405.2,381422.556234958,63931.5393183208,3342959.73249857,6156.3450106374,1438.85436719635,4104.72511138079,3143320.19170011,11699.9244892145,10060574
2020-03-30,275492,23159.2,2510471.1,9005.6,2243.5,4838.6,7235364,16087.7,351231.473798121,66200.1996489436,3336258.63173476,6406.86833328109,1582.76354835459,4200.64950216035,3147845.21596155,12190.281383796,10060574
2020-03-31,255018,22977.2,2523210.3,9306.7,2460.1,5000.1,7242601.6,16766.9,325536.520876537,65748.743288066,3329945.76289372,6645.90034607802,1739.29902259502,4292.46000447296,3152128.3185131,12677.659373146,10060574
2020-04-01,236390.7,21847.4,2535579.5,9602.9,2683.7,5158.9,7249310.9,17445.5,304697.58791958,62416.2007626225,3324235.30487215,6886.56957345237,1887.03317670888,4387.02401292721,3156171.54571473,13160.6267630885,10060574
2020-04-02,219437.6,19686.3,2547533.7,9914.8,2924.6,5313.3,7255763.7,18152.7,287721.732463573,56034.2738099638,3319094.01966498,7131.02087782668,2045.19491491642,4479.19115577802,3160125.82165866,13655.4069485211,10060574
2020-04-03,205540.2,17105.3,2557589.3,10171.2,3172.9,5454.7,7261540.4,18798.8,274835.766265892,48425.3657891192,3315051.58372485,7329.53125104191,2208.06505565393,4561.45935090953,3163721.9154946,14099.0556576054,10060574
2020-04-04,193888.1,14280.6,2566058.1,10422.6,3428,5594.2,7266902.4,19444.8,264241.141554622,40053.3076841351,3311818.55241236,7517.89160868924,2374.56922409097,4645.85296366555,3167107.41777465,14538.3137964458,10060574
2020-04-05,184241.8,11502.7,2572831.3,10677.1,3690.5,5724.7,7271905.9,20092.3,255042.018601955,31839.9318845063,3309330.01751787,7700.36595818666,2545.46417181621,4723.83283044606,3170308.87086667,14969.6629604489,10060574
2020-04-06,176209.2,9024.1,2578011.8,10933.9,3959.2,5849.3,7276586.5,20742.4,246717.732436807,24517.6545511597,3307438.46271285,7863.25664658098,2725.31377276085,4796.90856802587,3173343.32672235,15385.4789873677,10060574
2020-04-07,169454.2,6901.5,2581897.1,11143.2,4251.7,5970.2,7280956.1,21365.1,239034.485336238,18276.277735086,3306011.5723807,8019.84195355495,2912.18086835279,4863.02105280247,3176211.2020772,15795.0438747102,10060574
