Date,S,E,I,Q,R,D,P,Total Cases,std S,std E,std I,std Q,std R,std D,std P,std Total Cases,N
2020-09-27,2350764.2,787.8,741,743.9,7168,275.2,31519.9,8187.1,12278.3513779334,15.6703541759591,7.44311762637136,7.27255113423068,0,3.84187454245971,12274.345705169,11.1144256766904,2392000
2020-09-28,1736627.4,1554.7,796.4,770.2,7169.4,373.3,644708.6,8312.9,231786.962910428,296.683686777686,200.999104475617,174.668142487404,2.2,61.6474654791258,231671.676751044,238.515607966529,2392000
2020-09-29,1326326.7,2098.7,961.3,798.8,7173.2,448.6,1054192.7,8420.6,351329.636025784,542.413135902884,407.085506988397,269.951773470744,6.30555310817378,97.4445483339114,351098.470810128,373.701874912829,2392000
2020-09-30,1034511.6,2504.4,1226.6,837.6,7179.8,509.5,1345230.5,8526.9,415199.322989381,785.616598602652,641.382444412068,341.743529565667,11.2765242872084,127.845414466065,414876.720285014,480.865468318941,2392000
2020-10-01,838504.4,2797.8,1502.2,897.2,7187.7,554.6,1540556.1,8639.5,441838.953090422,991.494911736818,893.488757623732,416.151126395208,17.7541544433972,153.74667476079,441428.787777927,587.651955599394,2392000
2020-10-02,697151.4,2995.2,1801.5,975.2,7198.6,592.3,1681285.8,8766.1,448024.878389181,1187.84029229522,1151.52857107412,474.855304276998,25.3266657892428,175.213041752034,447547.467606912,675.395011818274,2392000
2020-10-03,592650.8,3151.3,2105.4,1056.7,7213,626.1,1785196.7,8895.8,442294.192472793,1428.28225851895,1394.94961916193,529.996613196726,33.8408037729602,193.317588439335,441790.34698351,757.155005409021,2392000
2020-10-04,513807.1,3260.1,2397.5,1155.2,7227.9,654,1863498.2,9037.1,429490.609884885,1662.36948059088,1623.63193181213,590.955463634951,43.9487201178828,210.01333291008,428973.126027913,844.917516662914,2392000
2020-10-05,451008.3,3331.7,2705.5,1260.6,7250.2,683,1925760.7,9193.8,412068.457547056,1912.03174921339,1871.95401920026,653.515447407328,60.6890434922153,230.41571126987,411559.238432586,944.620202169413,2392000
2020-10-06,404024.6,3374.9,2973.6,1370.2,7274.2,707.3,1972275.2,9351.7,393614.31736897,2170.12794323284,2080.75535323113,698.502655685718,74.3892465346975,248.418215918237,393126.663868225,1021.31011813865,2392000
