Date,S,E,I,Q,R,D,P,Total Cases,std S,std E,std I,std Q,std R,std D,std P,std Total Cases,N
2020-03-02,7725526,15,14.2,14.3,1,0,54908.5,15.3,24528.6733721985,0.894427190999916,0.6,0.458257569495584,0,0,24528.5951829696,0.458257569495584,7780479
2020-03-03,6563507.7,39.7,27,17.3,1,0.5,1216885.8,18.8,513192.708939839,12.0253898065718,4.42718872423573,2.9,0,0.5,513185.124200575,3.4,7780479
2020-03-04,5608003.5,80.6,60.1,23.4,1.2,1.9,2172308.3,26.5,872852.107400131,24.7677209286604,23.6493128864244,6.71118469422501,0.6,2.38537208837531,872823.139408787,9.69655678260032,7780479
2020-03-05,4873272.4,142.1,116.3,34.8,1.9,2.7,2906908.8,39.4,1124755.69859976,53.5097187434208,48.9939792219411,5.03587132480567,2.38537208837531,3.19530906173409,1124688.04705223,10.6165524749151,7780479
2020-03-06,4275618.3,242.2,206.6,57,2.3,4.9,3504347.7,64.2,1315037.93111865,101.358571418504,100.276816862124,7.46993975879324,2.53179778023443,5.02891638427206,1314903.01412568,15.0306539232997,7780479
2020-03-07,3765694.2,368.3,355.1,94.9,3.7,8,4013954.8,106.6,1468362.30019793,163.586704838749,180.196809072747,20.354115063053,3.97617907041421,7.70713954719908,1468127.95629658,32.0374336806663,7780479
2020-03-08,3361735.7,520.7,560.6,154.8,6.3,13.3,4417487.6,174.4,1584788.02278191,235.091067461101,296.651377883198,43.4345484608739,6.82715167547931,12.9232348891444,1584420.90554399,63.1849350254976,7780479
2020-03-09,3023672.1,718.3,826.3,241.4,10,21.1,4754989.8,272.5,1679680.98703179,326.148754405103,444.881343731112,74.4059137434653,9.44457516249408,21.3234612574976,1679139.71864743,105.173950163457,7780479
2020-03-10,2728376.8,946.8,1180.3,372,17.4,33.2,5049552.5,422.6,1761480.97677351,451.417943817035,637.302290910679,136.53131508925,14.388884598884,33.5910702419557,1760707.12610237,184.511269930089,7780479
2020-03-11,2489818.4,1185.2,1588.8,554.9,25.4,50.1,5287256.2,630.4,1827172.38913712,577.652802295635,862.466903712832,206.546580702756,17.0070573586379,49.3628402748464,1826140.25844423,272.91647833624,7780479
2020-03-12,2286546.2,1405.9,2092.7,785.1,40.6,70.1,5489538.4,895.8,1883288.58429471,702.90375585851,1119.36920182753,318.568187363396,24.7798305078949,69.6023706492818,1881951.59495435,412.950388520573,7780479
2020-03-13,2113204.4,1655.2,2642.1,1074.7,61.9,100.8,5661739.9,1237.4,1931602.81285187,848.056224551179,1394.46652523465,459.494080484178,31.8447797919847,94.1029223775755,1929917.0133151,585.441782653738,7780479
2020-03-14,1958434.8,1906.4,3271.6,1462.4,91.7,135.6,5815176.5,1689.7,1975150.37077924,997.155674907384,1715.22180489871,633.842756525623,37.0838239667918,124.393890525218,1973061.07494529,795.320471017633,7780479
2020-03-15,1830988.3,2101.2,3900.5,1904,138.7,175.9,5941270.4,2218.6,2011489.89294702,1147.55468715003,2044.23458781031,851.87604732144,43.6464202426728,155.290340974576,2008996.23925941,1050.81280853869,7780479
2020-03-16,1720735.4,2277.3,4545.6,2416.7,199.1,222.4,6050082.5,2838.2,2043395.54651194,1269.71855542872,2366.35496914558,1110.46855425987,51.7869674725215,186.186035996258,2040472.7062138,1348.44155772865,7780479
2020-03-17,1621566.4,2448.2,5196.9,3007.7,281,283.1,6147695.7,3571.8,2072491.61138805,1393.55909813685,2697.51642997777,1401.27042714816,65.1659420249566,225.430454907938,2069104.03395639,1691.86682408106,7780479
2020-03-18,1539063.3,2556.3,5833.1,3630.2,380.8,354.6,6228660.7,4365.6,2097038.10496577,1496.91042150157,3008.54085729278,1712.80669078562,73.0462866954919,271.774244548669,2093201.73508485,2057.62722202979,7780479
2020-03-19,1466831.6,2633.1,6406.6,4344.4,500.7,432.5,6299330.1,5277.6,2118819.27192166,1576.90566934107,3299.14165200587,2079.69758378472,90.8075437394934,321.247334619293,2114532.44943659,2491.75246214351,7780479
2020-03-20,1401504.4,2645.4,6933.3,5135.4,662.6,521.7,6363076.2,6319.7,2138760.4206229,1618.40472070493,3566.97547089968,2508.20629933026,118.2786540336,370.824500269332,2134024.78724713,2997.30945363319,7780479
2020-03-21,1346846.4,2646.9,7352.7,5928,853.7,621.4,6416229.9,7403.1,2155631.47502963,1674.90360618156,3795.24737138437,2922.04103325056,157.037606960881,427.10284475756,2150483.55453839,3506.181484969,7780479
