Date,S,E,I,Q,R,D,P,Total Cases,std S,std E,std I,std Q,std R,std D,std P,std Total Cases,N
2020-09-27,2359049.2,805,748.5,743.1,7168,271.2,23215,8182.3,8180.03876274434,59.0592922409336,7.45989276062331,2.84429253066558,0,3.6,8159.38012351429,6.44429253066558,2392000
2020-09-28,1881317.1,2178.1,1068.8,738.7,7168.4,298.9,499230,8206,165142.723298636,1357.22919582508,627.949647662932,72.4182987925013,0.489897948556636,84.0386220734253,164348.037498475,156.946818814483,2392000
2020-09-29,1525885.1,3726.9,1888.6,748.6,7170.3,313.4,852267.1,8232.3,264984.335721737,3286.81366828118,2602.9530230106,98.8728476377615,1.67630546142402,125.535811623616,262278.037982386,226.084964722801,2392000
2020-09-30,1247091.4,5635.9,3662.1,766.6,7176,321.6,1127346.4,8264.2,330209.314126116,6460.70987508339,7261.66521467356,107.637539919863,3.66060104354463,148.136558620754,323816.157391258,259.434699584161,2392000
2020-10-01,1042158.5,7691.7,6594.1,795.8,7182.1,326.2,1327251.6,8304.1,368492.354578558,10350.6429563578,15301.0095513335,110.935837311484,4.32319326424346,158.606935535619,356907.884161502,273.865966111346,2392000
2020-10-02,882746.5,9555.5,10765.2,834.2,7189.1,329.5,1480580,8352.8,390719.854118843,13909.9173344057,26997.0081816486,107.746740089898,5.20480547186924,165.174604585572,373280.826699685,278.126150147339,2392000
2020-10-03,757233.7,10834.8,15856.5,875.8,7197.7,332.5,1599669,8406,401445.489341467,15948.938577849,41369.1242142011,104.793892951832,5.86600375042499,170.507624462955,378880.757890659,281.167521165212,2392000
2020-10-04,657857,11416.5,21321.1,930.3,7208.6,334.9,1692931.6,8473.8,403923.899341448,16195.5949828958,56767.7719176119,96.8081091644703,8.13879597975032,173.041873545105,378027.9824331,277.988778689325,2392000
2020-10-05,575299.1,11566.4,26853.9,987.1,7225.9,336.4,1769731.2,8549.4,400475.357138102,15370.9915568255,72271.5750962299,89.6498187393594,11.3088460949825,174.877214067471,373393.219134949,275.835878901813,2392000
2020-10-06,511545.9,11664.6,31777.2,1054,7242.4,337,1828378.9,8633.4,393850.643309986,14628.3584601964,85948.2707444425,88.4669429787195,11.9431989014669,175.0119995886,367475.597423679,275.422141468786,2392000
2020-10-07,459112.1,11859.3,36391.6,1128.5,7262.7,338,1875907.8,8729.2,385365.451549941,14422.0229167062,98665.6643906075,91.3873623648259,14.6085591349729,175.346514079978,361057.503851616,281.342435579777,2392000
2020-10-08,415248.3,12267.6,40906.8,1209.7,7287.4,339.5,1914740.7,8836.6,375822.125828709,14861.5378087195,111033.228618103,96.5163716682305,17.0833252032501,175.511965404072,354711.489266996,289.111662275552,2392000
2020-10-09,378023.2,12874.4,45554.2,1294.9,7313.4,340.7,1946599.2,8949,365997.56677601,15825.6276918168,123752.434350036,100.571815137244,19.8705812698069,175.113134858582,349025.046080593,295.555531265633,2392000
2020-10-10,345011.3,13544.8,50719.8,1381.6,7346.9,343,1973652.6,9071.5,355712.969584481,16926.4024754228,138006.285462511,114.685831731736,21.5891176290278,174.343912999565,344264.859612247,310.618862360329,2392000
2020-10-11,317536.8,14315.9,56010.6,1478.3,7383.7,345.3,1994929.4,9207.3,345712.36482336,18307.4876728075,152669.076859854,118.71482636975,25.2152731494228,173.930474615577,340882.363801121,317.860574134751,2392000
2020-10-12,293610.7,15029.5,61738.8,1588.6,7428.9,347.1,2012256.4,9364.6,335722.853631995,19620.0116883248,168630.752437864,128.123534137956,27.0977858874115,173.338656969529,338994.949149453,328.559976994896,2392000
2020-10-13,272605.4,15679.3,67859.9,1697.1,7476.5,348.6,2026333.2,9522.2,325862.390536005,20835.6877354696,185808.556734855,128.963909680189,31.5253865955677,172.837033068726,338842.129343976,333.326329344483,2392000
2020-10-14,254162.5,16270.4,74312.6,1814,7530.1,350.4,2037560,9694.5,316170.413104784,21967.6285483891,203956.3208161,129.812172002474,37.1199407327113,172.237742669834,340761.314056628,339.16985540502,2392000
2020-10-15,237728.4,16775.8,81142.5,1939.4,7584.2,353,2046476.7,9876.6,306641.061913828,22979.2240199707,223169.957215684,123.892049785287,43.5495120523755,171.399533254907,344613.215691462,338.841095092569,2392000
2020-10-16,222416.1,17246.4,88484,2074.1,7651.3,356,2053772.1,10081.4,296824.135477036,23857.5744584398,243953.129394152,130.863631311377,49.0409012967747,170.388966778956,350584.702775078,350.293499387107,2392000
2020-10-17,209403.9,17526.7,95827.3,2193.9,7724.2,360.2,2058963.8,10278.3,287689.420983619,24388.6853522284,264728.514773928,134.259040663934,52.2432770794482,168.984496330285,358413.554663548,355.486814073667,2392000
2020-10-18,197693.8,17798.7,103237.6,2346.9,7795.8,362,2062765.2,10504.7,278814.598794898,24859.9328279463,285839.176388472,131.264199231931,57.5287754084858,168.379333648759,368015.67984878,357.172308289175,2392000
2020-10-19,187044.4,17942,110763,2492.7,7879.4,363.9,2065514.6,10736,270060.332786287,25077.0807232421,307293.307104792,125.454414031552,66.26341373639,167.744120612318,378964.372260032,359.46194838026,2392000
2020-10-20,177438.4,17958,118304.9,2641.8,7972.5,366.6,2067317.8,10980.9,261592.606135265,25044.3466914192,328796.78299474,126.623694465136,68.7564542424928,166.8629377663,391122.140007901,362.243086473928,2392000
2020-10-21,168403.7,17923.9,126113.8,2808.2,8076.9,368.9,2068304.6,11254,253032.594997977,24905.7746454512,351127.528193048,120.207154529171,71.2242234074897,166.092414035079,404943.066337775,357.523791971739,2392000
2020-10-22,160418,17936,133461.1,2965.8,8183.4,371.6,2068664.1,11520.8,245035.037849692,24924.5916917409,372088.359278666,119.843898467965,81.3562536010601,165.240551923552,418978.200114624,366.440703992577,2392000
2020-10-23,153180.2,17746.5,140794.7,3119.7,8298.7,375.4,2068484.8,11793.8,237332.964342419,24506.009231411,393010.922681813,127.355447468885,83.3163249309522,164.000121951174,433442.264100261,374.671894351012,2392000
2020-10-24,146491.4,17542,147948.3,3270.2,8426,378.5,2067943.6,12074.7,229969.693150293,23965.688431589,413451.32239456,139.76895220327,92.9171674127015,163.025304784257,448167.119467326,395.711424400229,2392000
2020-10-25,140262.9,17368.7,154914.4,3427.8,8559.5,383,2067083.7,12370.3,222795.134751839,23559.7011273488,433353.344269823,165.136791781844,89.5457983380572,161.500464395617,463135.530504419,416.183054515518,2392000
2020-10-26,134337.8,17043.9,161952.4,3605.2,8709.1,387.1,2065964.5,12701.4,215693.577819461,22837.4382383401,453471.450180097,189.054383710085,95.6205521841408,160.143966480164,478440.496090632,444.81890237439,2392000
2020-10-27,129060.5,16723.4,168450.2,3778.2,8856.5,390.6,2064740.6,13025.3,209101.943358855,22104.1914495871,472088.215711598,204.81054660344,103.633247560809,159.011446128887,493035.976627305,467.455240293137,2392000
2020-10-28,124230.9,16389.4,174646.4,3930.9,9016.5,396.3,2063389.6,13343.7,202779.83205065,21384.1450387898,489792.474521649,217.10110547853,108.913956865041,157.164913387181,507233.590599085,483.179975730752,2392000
2020-10-29,119724.2,16008.5,180606.3,4090.4,9191.9,400.8,2061977.9,13683.1,196678.977264374,20648.1304783266,506769.776098388,233.48541710351,121.50592578142,155.683525139945,521035.762351386,510.674868024875,2392000
2020-10-30,115485.1,15648.3,186250.7,4246.6,9371.4,406.2,2060591.7,14024.2,190925.843981086,19900.616412815,522889.679039288,257.303012030563,129.762244123628,153.895938867795,534249.26482627,540.961195021986,2392000
2020-10-31,111304.8,15245.8,191818,4400.4,9575,411.3,2059244.7,14386.7,184984.845664611,19129.2122984717,538688.917575626,287.192687929202,138.967622128322,152.197930340724,547388.266551458,578.358240398248,2392000
2020-11-01,107602.1,14822.9,196872.6,4564.9,9778.3,416.9,2057942.3,14760.1,179629.861571761,18331.7322610276,553136.013277602,307.935528966698,157.720670807602,150.3,559394.703944549,615.9561997743,2392000
2020-11-02,104140.3,14422.2,201593.4,4723.2,9983.7,421.8,2056715.4,15128.7,174444.997544814,17572.5260893248,566568.700976713,340.761441480693,166.326816839619,148.623551296556,570758.702989135,655.711809616868,2392000
2020-11-03,100863.3,14017.3,206039.7,4862.7,10211.4,426.7,2055578.9,15500.8,169583.186205502,16860.9935000877,579158.273309818,363.567889121138,177.715052823333,146.995272032811,581410.424293278,688.278213977281,2392000
2020-11-04,97744.8,13561.2,210190,5008.9,10446.8,431,2054617.3,15886.7,164803.917625037,16114.9343765341,590910.75243424,398.945221803696,189.637970881361,145.614559711589,591256.866388552,734.197752396646,2392000
2020-11-05,94713.6,13156.4,214147.3,5171,10696.4,436.5,2053678.8,16303.9,160119.462246911,15453.5085026023,602146.560048308,436.070636479917,202.921265519413,143.77430229356,600885.338119811,782.76620429289,2392000
2020-11-06,91985.1,12784.1,217681.6,5316.4,10943.1,441.8,2052847.9,16701.3,155717.683738521,14915.0225574754,612117.01905505,466.950361387589,217.651303694694,142.061817530257,609557.158019566,826.66348261254,2392000
2020-11-07,89414.5,12443.9,220962.9,5448.2,11203.8,447,2052079.7,17099,151695.24147662,14361.3681064862,621422.548481378,501.048859892925,231.535656001403,140.377348600121,617578.738298211,872.961864494449,2392000
2020-11-08,86952.3,12052,224001.3,5578.9,11470.8,452.5,2051492.2,17502.2,147745.316890283,13816.1427033742,629945.609018596,538.72654473304,250.123889302881,138.525990341163,624868.159160603,927.376424377084,2392000
2020-11-09,84673.3,11673.8,226783.7,5703.1,11756.6,458.2,2050951.3,17917.9,144087.757808254,13303.1205271545,637795.718208119,548.287780276015,277.187734216361,136.633670813603,631580.851271799,962.109185305979,2392000
2020-11-10,82402.8,11298.5,229398.4,5827.5,12055,465.2,2050552.6,18347.7,140367.538171616,12822.3291429444,645147.420886761,575.533187574791,296.047293519127,134.30100520845,637883.731270707,1005.88148630237,2392000
2020-11-11,80330.6,10997.2,231706.6,5927.3,12353.1,473,2050212.2,18753.4,136945.371650304,12458.6462811977,651609.253490648,587.688701609959,318.137847481245,131.735340740441,643551.454914337,1037.56188983165,2392000
2020-11-12,78354.9,10648.8,233829.1,6038.5,12661.3,479,2049988.4,19178.8,133685.27819805,12073.1309261517,657509.558621082,627.667467692886,343.512750855045,129.756695395652,648630.823795509,1100.93691394358,2392000
2020-11-13,76472.7,10344.7,235726.2,6148,12973.8,484.4,2049850.2,19606.2,130529.055062886,11741.6757411368,662808.068607919,652.845004576124,368.529727430502,128.02437267958,653247.063708334,1149.39910468621,2392000
2020-11-14,74712.9,10026.3,237470.2,6235.1,13303.5,490.8,2049761.2,20029.4,127549.620293006,11433.8719255552,667611.669899471,674.612844526399,391.774999202348,125.990317088259,657411.448691579,1192.37816081701,2392000
